X,file,dataset,condition,px_cm,genotype,population,location,node,rep_number,base_x,base_y,tip_x,tip_y,rosette_id,PC1,PC2,width,length,area,solidity,asymmetry,circ,ar,PC3,PC4,PC5,PC6,rel_node
2920,13.184_HW1_R2_leaf1.jpg,drought,HW1,39.37007874,NY_06,13,NYC,1,2,484,71,32.5,70.5,hd,-0.06983424279269818,0.07598624331006941,0.9816642821740615,3.8164508852180754,1.759460044618777,0.7522110703991094,0.011110827314711491,0.2714149185957351,0.2585673477317362,0.03982470295085231,0.07615048540785578,-0.013408181707244404,0.00972432643177002,0.038461538461538464
2921,13.184_HW1_R2_leaf10.jpg,drought,HW1,39.37007874,NY_06,13,NYC,10,2,487,67,32.5,63.5,hd,-0.006653864274310618,-0.0030557803499683673,0.9753588297943265,3.8019651977231375,1.57983159709201,0.6888186175894968,0.007409947216091292,0.24817506263916078,0.25639169530239936,-0.0679418207564722,-0.018535205139951157,-0.025800049949079695,0.007151806323427672,0.38461538461538464
2922,13.184_HW1_R2_leaf11.jpg,drought,HW1,39.37007874,NY_06,13,NYC,11,2,478,66,34.5,84.5,hd,-0.04962300559150134,-0.07044222208418707,0.8331824044874847,3.8378173159768934,1.6483981055017836,0.750127322051036,0.013160439138286871,0.25041192211662355,0.21786067571712892,-0.00926167395441936,-0.010370207373862862,-0.002689990794201547,-0.0018688723182730617,0.4230769230769231
2923,13.184_HW1_R2_leaf12.jpg,drought,HW1,39.37007874,NY_06,13,NYC,12,2,475,46,30.5,52.5,hd,-0.033843213270757164,-0.029137014344212096,0.7192180068935574,3.801861895285941,1.3207389345795448,0.6978063367192572,0.008958336984505133,0.19883707981462959,0.1891793439040275,-0.10926124683979765,-0.030998113855379452,-0.014448639809351795,0.011599962340558446,0.46153846153846156
2924,13.184_HW1_R2_leaf13.jpg,drought,HW1,39.37007874,NY_06,13,NYC,13,2,474,64,31.5,62.5,hd,-0.03321072605489949,-0.08528140327072814,0.908608685132186,3.7881482658847254,1.4911568594270364,0.7010839164565353,0.023443985205479696,0.22821948975066242,0.24067344620606956,-0.04108259988810828,-0.047687174616615556,-0.017135569774937895,-0.026601909969776936,0.5
2925,13.184_HW1_R2_leaf14.jpg,drought,HW1,39.37007874,NY_06,13,NYC,14,2,479,60,27.5,59.5,hd,-0.07880148735277205,0.038223967245087496,0.7844100832645003,3.8037347214017774,1.3280432019196127,0.6721474818255252,0.014575859595089394,0.2153591464787818,0.20667965434157412,-0.02647249689177925,0.07116318546237177,0.0014840516262180634,-0.02093093510379817,0.5384615384615384
2926,13.184_HW1_R2_leaf15.jpg,drought,HW1,39.37007874,NY_06,13,NYC,15,2,472,74,32.5,71.5,hd,-0.03359645592733855,0.0070231476684964565,1.0410922059605399,3.800859394965997,1.7238036896186202,0.6797776927354672,0.02090923384931014,0.24079380782460974,0.2740332431921485,-8.777385629699454e-5,0.03897420900574099,-0.024398031110935994,-0.058641494730501904,0.5769230769230769
2927,13.184_HW1_R2_leaf16.jpg,drought,HW1,39.37007874,NY_06,13,NYC,16,2,481,58,31.5,52.5,hd,-0.06699078069296902,-0.014981115885454864,0.8867312654987156,3.844757954311768,1.576873440429118,0.7227048346845537,0.01957684206009652,0.2325743574374746,0.23049036473190793,-0.0013419557023504566,-0.02441602425661892,-0.003363703812040125,-0.01646346371121749,0.6153846153846154
2928,13.184_HW1_R2_leaf17.jpg,drought,HW1,39.37007874,NY_06,13,NYC,17,2,484,55,36.5,41.5,hd,-0.09254838269861058,0.15041106907743168,0.7199064667772417,3.7763849338511823,1.3524710015828134,0.6995553526645967,0.0412760084357373,0.22296778510207169,0.19171719807562126,-0.011700353383155301,0.08860788203913333,0.0241530188498844,0.03913473802401086,0.6538461538461539
2929,13.184_HW1_R2_leaf18.jpg,drought,HW1,39.37007874,NY_06,13,NYC,18,2,479,50,29.5,47.5,hd,-0.060190744411630644,0.012477104977340097,0.6843600492346649,3.786849415777813,1.3097952227043805,0.7268103039854453,0.007291745699154219,0.2075101318053272,0.18003245531579518,-0.07234273926729269,0.011550209195571511,0.0026818841812615703,-0.0029509269526979114,0.6923076923076923
2930,13.184_HW1_R2_leaf19.jpg,drought,HW1,39.37007874,NY_06,13,NYC,19,2,485,50,33.5,45.5,hd,-0.114971880548796,0.037414756718877624,0.6530887618906014,3.7754318333523145,1.3039404712269231,0.7480177275222027,0.006724797655066546,0.21758457797022415,0.17363624974500513,-0.007961138352509589,0.03520500228649638,0.023956378447439804,0.02741952551147968,0.7307692307692307
2931,13.184_HW1_R2_leaf2.jpg,drought,HW1,39.37007874,NY_06,13,NYC,2,2,484,49,32.5,45.5,hd,-0.06436633311217725,0.06708573560020914,0.988795761674181,3.7918116195917966,1.7071177851551624,0.7045586905034789,0.02169412976804271,0.2612174140589077,0.25974013520242184,0.01781697014852862,-0.019815588333387847,-0.011978921893012503,-0.01688359404043013,0.07692307692307693
2932,13.184_HW1_R2_leaf20.jpg,drought,HW1,39.37007874,NY_06,13,NYC,20,2,37,50,482.5,61.5,hd,-0.08780543184162949,0.09961577707100117,0.7175599347350814,3.7835588046363675,1.3476838471868788,0.7496039115339869,0.02042467260900173,0.24113943224835255,0.1892270198564158,-0.009639174270146168,0.08166587378801841,0.017554269816822336,0.008339976746428723,0.7692307692307693
2933,13.184_HW1_R2_leaf21.jpg,drought,HW1,39.37007874,NY_06,13,NYC,21,2,36,60,479.5,64.5,hd,-0.03751921502336343,-0.010640560969738495,0.9211238889937428,3.8020237108994404,1.823793637255342,0.7996292580854808,0.009153468341719895,0.2863129860255993,0.24065099232052495,-0.002472420504449366,0.028797229668053446,5.539619031300925e-4,0.019168495796719,0.8076923076923077
2934,13.184_HW1_R2_leaf22.jpg,drought,HW1,39.37007874,NY_06,13,NYC,22,2,34,63,476.5,77.5,hd,3.111501431470602e-4,0.06450363842548461,0.9589790258441269,3.770551595881945,2.0007044639825864,0.831770468822741,0.017719106504222943,0.3241447800072111,0.2500802064831705,-0.00787696464837349,0.03575450884385223,0.023991172032982445,0.01518010034766927,0.8461538461538461
2935,13.184_HW1_R2_leaf23.jpg,drought,HW1,39.37007874,NY_06,13,NYC,23,2,32,61,483.5,58.5,hd,-0.012439618187196438,-0.03292051408522886,1.054361905464989,3.765798783077575,2.17967311020638,0.8124708515438929,0.011859913669010198,0.34222392438906324,0.2796002092497674,0.02521095442960374,0.02241326721626447,0.00913098550241402,0.011008771934078664,0.8846153846153846
2936,13.184_HW1_R2_leaf24.jpg,drought,HW1,39.37007874,NY_06,13,NYC,24,2,32,84,477.5,78.5,hd,0.0028050386552145707,0.014201259483416355,1.0538430630575921,3.8024340354916943,2.5339241641961223,0.88775730679416,0.005809187421607551,0.3933015846764914,0.27649638255733183,0.070984083893965,0.0030421264696437115,0.057875562909420836,-0.030277056106917843,0.9230769230769231
